,Run_nr,HV
0,Run_1,0.8222131349057775
1,Run_2,0.8247970322209728
2,Run_3,0.8257914504179459
3,Run_4,0.8225410057772323
4,Run_5,0.8262820852953955
5,Run_6,0.823564386083096
6,Run_7,0.8267164153963851
7,Run_8,0.8221785707483045
8,Run_9,0.823000878884512
9,Run_10,0.8179377387457563
10,Run_11,0.8212826795643644
11,Run_12,0.826134815129249
12,Run_13,0.8145990218615036
13,Run_14,0.8236061412707604
14,Run_15,0.8236812726871543
15,Run_16,0.8227322419984265
16,Run_17,0.8258303119330304
17,Run_18,0.8207065011258519
18,Run_19,0.8182089418625236
19,Run_20,0.8219065223745465
20,Means,0.8226855574141394
