,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:08:14.414090,0.8536364036826569
1,Run_10,0 days 00:08:08.848232,0.8517878667739907
2,Run_11,0 days 00:07:46.060289,0.8535426953558314
3,Run_12,0 days 00:07:55.522061,0.8493402373143353
4,Run_13,0 days 00:07:46.714887,0.850710621478429
5,Run_14,0 days 00:07:56.899800,0.8532479546355587
6,Run_15,0 days 00:08:02.202751,0.8522548065563791
7,Run_16,0 days 00:07:46.077769,0.8558958155627905
8,Run_17,0 days 00:08:03.131131,0.8524189963597917
9,Run_18,0 days 00:08:05.553720,0.8537156953438174
10,Run_19,0 days 00:08:01.453983,0.8529876537277092
11,Run_2,0 days 00:08:01.758230,0.8524886769105087
12,Run_20,0 days 00:07:58.257745,0.8375458029482081
13,Run_3,0 days 00:08:27.399766,0.852515908390099
14,Run_4,0 days 00:08:56.159541,0.8493834873113321
15,Run_5,0 days 00:08:34.934515,0.8534569962877088
16,Run_6,0 days 00:08:46.033254,0.8539303434770593
17,Run_7,0 days 00:08:43.123895,0.8508331631365857
18,Run_8,0 days 00:08:41.841619,0.8542218804938512
19,Run_9,0 days 00:07:50.056831,0.841368622127179
20,Average,0 days 00:08:11.322205450,0.8512641813936911
