,Run_nr,HV
0,Run_1,0.8536364036826569
1,Run_2,0.8524886769105087
2,Run_3,0.852515908390099
3,Run_4,0.8493834873113321
4,Run_5,0.8534569962877088
5,Run_6,0.8539303434770593
6,Run_7,0.8508331631365857
7,Run_8,0.8542218804938512
8,Run_9,0.841368622127179
9,Run_10,0.8517878667739907
10,Run_11,0.8535426953558314
11,Run_12,0.8493402373143353
12,Run_13,0.850710621478429
13,Run_14,0.8532479546355587
14,Run_15,0.8522548065563791
15,Run_16,0.8558958155627905
16,Run_17,0.8524189963597917
17,Run_18,0.8537156953438174
18,Run_19,0.8529876537277092
19,Run_20,0.8375458029482081
20,Means,0.8512641813936913
