,Run_nr,HV
0,Run_1,0.7430571626436406
1,Run_2,0.7454500388922669
2,Run_3,0.7335119769505403
3,Run_4,0.7398395621962971
4,Run_5,0.7456948617335739
5,Run_6,0.7515378779924837
6,Run_7,0.7499303071490443
7,Run_8,0.7523247559195909
8,Run_9,0.7396437493179319
9,Run_10,0.748770832599513
10,Run_11,0.7494031269670233
11,Run_12,0.7507867927488365
12,Run_13,0.7508558495328899
13,Run_14,0.7527685123970511
14,Run_15,0.7419208836019694
15,Run_16,0.7473805056593695
16,Run_17,0.7458620316412387
17,Run_18,0.7425003118873089
18,Run_19,0.7433725260456368
19,Run_20,0.7407589851019826
20,Means,0.7457685325489093
