,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:03:38.971279,0.8272635166252187
1,Run_10,0 days 00:04:03.777975,0.7947218985146832
2,Run_11,0 days 00:03:23.996132,0.8158623368614117
3,Run_12,0 days 00:04:14.485479,0.8125793417190272
4,Run_13,0 days 00:06:07.905031,0.8184589385329442
5,Run_14,0 days 00:05:00.050200,0.820764003187685
6,Run_15,0 days 00:06:19.494445,0.8301196182787303
7,Run_16,0 days 00:03:41.875913,0.8197163921493246
8,Run_17,0 days 00:03:35.511720,0.8217811790429737
9,Run_18,0 days 00:03:52.627455,0.8194809199434546
10,Run_19,0 days 00:03:27.092722,0.8179183135704875
11,Run_2,0 days 00:03:42.227384,0.8158270961231183
12,Run_20,0 days 00:03:35.462652,0.8122958139609389
13,Run_21,0 days 00:05:30.839627,0.8093828465706356
14,Run_22,0 days 00:03:19.991875,0.8193311468057074
15,Run_23,0 days 00:03:42.729916,0.7974939029518122
16,Run_24,0 days 00:02:22.299164,0.7695664187801099
17,Run_25,0 days 00:03:04.446735,0.7982243473455315
18,Run_26,0 days 00:03:05.993541,0.808303198497463
19,Run_27,0 days 00:03:29.593027,0.7940611346716806
20,Run_28,0 days 00:04:20.068685,0.818011220971443
21,Run_29,0 days 00:03:27.757405,0.7922822783137307
22,Run_3,0 days 00:03:11.323668,0.8225276419540989
23,Run_30,0 days 00:02:57.952345,0.7715871547508919
24,Run_4,0 days 00:05:10.894527,0.8325912755144946
25,Run_5,0 days 00:04:03.931032,0.8251955260280885
26,Run_6,0 days 00:04:11.941717,0.8216346096087077
27,Run_7,0 days 00:04:08.784497,0.8100652354121363
28,Run_8,0 days 00:04:02.604277,0.822143197536352
29,Run_9,0 days 00:02:31.180291,0.8020479674503725
