,Run_nr,HV
0,Run_1,0.854615135096171
1,Run_2,0.8529195750287331
2,Run_3,0.8568192830912538
3,Run_4,0.8503790381681222
4,Run_5,0.8518975936182227
5,Run_6,0.8547713156408809
6,Run_7,0.8537805703393122
7,Run_8,0.8549282971114609
8,Run_9,0.8556218989151461
9,Run_10,0.8574584219357578
10,Run_11,0.8542419036406085
11,Run_12,0.8537477323786297
12,Run_13,0.8513962140234111
13,Run_14,0.8541257693894141
14,Run_15,0.8498944780165872
15,Run_16,0.8552262415352148
16,Run_17,0.8521538898967206
17,Run_18,0.8519696769465502
18,Run_19,0.8584291440905688
19,Run_20,0.8520449639783592
20,Means,0.8538210571420561
