,Run_nr,HV
0,Run_1,0.854615135096171
1,Run_2,0.8529195750287331
2,Run_3,0.8568192830912538
3,Run_4,0.8503790381681222
4,Run_5,0.8518975936182227
5,Run_6,0.8547713156408809
6,Run_7,0.8537805703393122
7,Run_8,0.8549282971114609
8,Run_9,0.8556218989151461
9,Run_10,0.8574584219357578
10,Run_11,0.8542419036406085
11,Run_12,0.8537477323786297
12,Run_13,0.8513962140234111
13,Run_14,0.8541257693894141
14,Run_15,0.8498944780165872
15,Run_16,0.8552262415352148
16,Run_17,0.8521538898967206
17,Run_18,0.8519696769465502
18,Run_19,0.8584291440905688
19,Run_20,0.8520449639783592
20,Run_21,0.8550204035865461
21,Run_22,0.8554208665216989
22,Run_23,0.8517037695576087
23,Run_24,0.8552190332023819
24,Run_25,0.8554328804097538
25,Run_26,0.8551709776501637
26,Run_27,0.8517229917784959
27,Run_28,0.855575445214668
28,Run_29,0.8551093063581502
29,Run_30,0.853994417546684
30,Means,0.8540263744889092
