,Run_nr,HV
0,Run_1,0.6902323979032862
1,Run_2,0.7001899272028758
2,Run_3,0.6926262005156915
3,Run_4,0.6899843769442606
4,Run_5,0.6969863322872321
5,Run_6,0.6871099892000584
6,Run_7,0.6906265274605412
7,Run_8,0.6942414232766252
8,Run_9,0.6918480531800112
9,Run_10,0.6887780309592639
10,Run_11,0.695636894854825
11,Run_12,0.6941730897104043
12,Run_13,0.6879792401576813
13,Run_14,0.698135835212962
14,Run_15,0.6866446900588865
15,Run_16,0.6915806088061903
16,Run_17,0.6913259595937261
17,Run_18,0.6898061531273415
18,Run_19,0.6981780670474504
19,Run_20,0.6916830217495782
20,Means,0.6923883409624445
