,Run_number,Duration,HV Obtained
0,Run_1,1 days 08:26:51.030108,0.6902323979032862
1,Run_10,1 days 10:48:14.803611,0.6887780309592639
2,Run_11,1 days 10:51:54.427852,0.695636894854825
3,Run_12,1 days 11:30:45.003872,0.6941730897104043
4,Run_13,1 days 11:17:30.458947,0.6879792401576813
5,Run_14,1 days 09:36:14.510548,0.698135835212962
6,Run_15,1 days 10:25:48.126173,0.6866446900588865
7,Run_16,1 days 12:32:03.126478,0.6915806088061903
8,Run_17,1 days 10:50:36.803172,0.6913259595937261
9,Run_18,1 days 12:16:26.364408,0.6898061531273415
10,Run_19,1 days 08:30:16.515163,0.6981780670474504
11,Run_2,1 days 07:42:04.460301,0.7001899272028758
12,Run_20,1 days 08:57:42.241659,0.6916830217495782
13,Run_3,1 days 06:29:19.127377,0.6926262005156915
14,Run_4,1 days 06:13:01.750446,0.6899843769442606
15,Run_5,1 days 08:54:01.489298,0.6969863322872321
16,Run_6,1 days 07:41:39.723647,0.6871099892000584
17,Run_7,1 days 09:09:00.949146,0.6906265274605412
18,Run_8,1 days 07:40:07.232879,0.6942414232766252
19,Run_9,1 days 10:09:33.493275,0.6918480531800112
20,Average,1 days 09:30:09.581918,0.6923883409624445
