,Run_nr,HV
0,Run_1,0.6396209775504729
1,Run_2,0.6416787267613755
2,Run_3,0.6465689756949312
3,Run_4,0.6496449437773856
4,Run_5,0.6581725615660392
5,Run_6,0.6387971748603116
6,Run_7,0.6493468601050402
7,Run_8,0.6379669309906855
8,Run_9,0.6417103960873372
9,Run_10,0.6443109235727551
10,Run_11,0.6432195824459135
11,Run_12,0.6484139694515503
12,Run_13,0.6474146208573863
13,Run_14,0.6400640108900593
14,Run_15,0.6470388396902909
15,Run_16,0.6425481051194091
16,Run_17,0.6396731232494478
17,Run_18,0.647195021910199
18,Run_19,0.6428644834119246
19,Run_20,0.6465573757074099
20,Means,0.6446403801849961
