,count,mean,std,min,lq,med,uq,max,outliers
HV,29.0,0.7569342535713726,0.014830563155248373,0.7199328548116412,0.7485774381060495,0.7598510691608666,0.7686474251774755,0.7797214730454185,0.7095878459157434
